title,address,price,description,type_estate,type,area,bedroom,toilet,law,direction,width,floor,image_links,geo_code,district,province_city
Nhà nguyên căn hẻm 463 cmt8 quận 10 2PN,"P. 13, Q. 10, Tp. Hồ Chí Minh",7.5,"cần cho thuê gấp nhà nguyên căn giá rẻ như hình. Hem 463B cmt8 q10. 30m2, 1 tret 1 lầu, 2 phòng ngủ rộng rãi, có ban công thoáng mát, nhà mới sơn sua lại như mới  Gần chợ hòa hưng ,công viên lê thị riêng   Giá 7.5trieu. Miễn trả giá lien hệ",Nhà Đất Thổ Cư,Cho Thuê,30,2.0,1.0,"Giấy CN QSDĐ, Sổ đỏ, Sổ hồng",,,2.0,https://i.meeymedia.com/XvNIzZORsj5IAWjE3OC66Qcf3OJu2a4Tm_khbIYEntc/rs:fill:900:600/g:ce/czM6Ly9tZWV5bGFuZC1haS9pbWFnZXMvMjAyNC8wNi8yNGIwY2QwNTAxMDhkODY2NjViYTNmZTkyOWMzYmJmMWUyLTI4ODQzNjQ5ODQ0MTE4MTIxMjAuanBn.jpg,"[10.7793424, 106.6706065]",10,Hồ Chí Minh
Cho thuê nhà cấp 4 ngay cty Việt Hương giáp visip1 giá rẻ,"P. An Phú, Tx. Thuận An, T. Bình Dương",2.48,"Nhà cho thuê rẻ nhanh còn kịp ace ,nhà cấp 4 gác lửng thuận an ngày công ty vệt hương ,giáp bên vị síp 1 ,dt 40 m 2 pH ngủ nhà cuối th ,trống điện nước riêng ,giá cho thuê ,2 tr500 1 th cọc 1 th , ace nhanh còn kịp LH ngay ***",Nhà Đất Thổ Cư,Cho Thuê,40,1.0,,Viết tay,,,,https://i.meeymedia.com/QK14JibXIrl_S-GHreXvziFjKD0YepVUXW_NtJoRO10/rs:fill:900:600/g:ce/czM6Ly9tZWV5bGFuZC1haS9pbWFnZXMvMjAyNC8wNi8yNDk4MmFjNzY3NzUxZTVkOTkwN2ExMzM3Njc2ZGFmM2E0LTI4ODQzNjU1Mzk4Njc1NTQwNzIuanBn.jpg,"[11.16667, 106.66667]",Thuận An,Bình Dương
Nhà MTKD Đs 10 4.5x18m 3 lầu giá 18 triệu 5 phòng ngủ,"Đ. Số 10, P. 13, Q. 6, Tp. Hồ Chí Minh",17.98,"Nhà mặt tiền đường kinh doanh sầm uất, gần khu phố ẩm thực, khu vực dân cư đông đúc, sang trọng, thích hợp kinh doanh mua bán nhiều ngành nghề hoặc cho thuê, xung quanh còn có đầy đủ các tiện ích như siêu thị Coop Mart, chợ Phú Lâm, ngân hàng, trường học các cấp, Galaxy Kinh Dương Vương, rất thuận tiện cho các sinh hoạt hằng ngày.  - Vị trí: MT đường số 10, P.hường 13, Quận 6, TP.HCM.  - Diện tích: 4.5 x 18m.   - Kết cấu: 3.5 tấm.   - Giá: 18 triệu",Nhà Đất Thổ Cư,Cho Thuê,81,5.0,,"Giấy CN QSDĐ, Sổ đỏ, Sổ hồng",,,,https://i.meeymedia.com/QX7rJGnCyZaDUBJM004wYHJI5fk3sBkd79fsqVu1zGk/rs:fill:900:600/g:ce/czM6Ly9tZWV5bGFuZC1haS9pbWFnZXMvMjAyNC8wNi8yNGU5NjQ1YmM2MTgxOTAyMzA4YWMxZTY1NzJmYTlmMWJmLTI4ODQzNzQzOTg1ODA1NDkyNzkuanBn.jpg,"[10.7530031, 106.6274838]",6,Hồ Chí Minh
nhà NC có gác điện biên phủ gần hàng xanh XVNT Xe khách Phi Long,"Đ. Điện Biên Phủ, P. 21, Q. Bình Thạnh, Tp. Hồ Chí Minh",7,"488 Điện Biên Phủ, Bình Thạnh   Dạng: Gác, Cửa sổ giếng trời  Dạng gác, nhà nguyên căn   Full nội thất đầy đủ như hình, an ninh yên tĩnh, sạch sẽ   Ra vào vân tay giờ giấc tự do không chung chủ   Dịch Vụ: điện 4k, nước 100k, pdv 150k/phòng, xe free",Nhà Đất Thổ Cư,Cho Thuê,35,1.0,1.0,"Giấy CN QSDĐ, Sổ đỏ, Sổ hồng",,,1.0,https://i.meeymedia.com/hzT8z4t_6kgz8fMlEUx8Pp1tbzq1z8ePNYKFdcXvZ6E/rs:fill:900:600/g:ce/czM6Ly9tZWV5bGFuZC1haS9pbWFnZXMvMjAyNC8wNi8yNGUwODczZTZlYWQ5MTlhMDllYmNmYTQ1YWQxYjczYTM0LTI4ODQzNjU5NTU0MjU4MzEwNjQuanBn.jpg,"[10.8012827, 106.7129585]",Bình Thạnh,Hồ Chí Minh
Phòng Trọ Chỉ Cọc 1Triệu,"Đ. Âu Cơ, P. 09, Q. Tân Bình, Tp. Hồ Chí Minh",2.5,Trống sẵn phòng như hình  Gia 2tr2-2tr4-2tr5-2tr6  Có thể ở ngây  Giờ giấc tự do - tolet Riêng  Đặc Biệt Chỉ cọc 1triệu,"Nhà Trọ, Phòng Trọ",Cho Thuê,18,,,,,,,https://i.meeymedia.com/cr6BLS1aGqsAUaLHsB_vL9Og3Mq6jznpg5yn2DnZrr0/rs:fill:900:600/g:ce/czM6Ly9tZWV5bGFuZC1haS9pbWFnZXMvMjAyNC8wNi8yNGVhNDhiZGEwYWRlMzY2ODk2M2NiZGUxZjQ1ZDhkMDg4LTI4ODQzNjI2NzY4NTEwMjAxMDQuanBn.jpg,"[10.7700793, 106.6511669]",Tân Bình,Hồ Chí Minh
Phòng Trọ Giá Sinh Viên Full nội thất gần Phạm Văn Chí Q6,"Đ. Bình Tiên, P. 08, Q. 6, Tp. Hồ Chí Minh",3.7,"Phòng trọ giá cực tốt chỉ từ 3,X   Lò Gốm, Hậu Giang Q6   (Sát cầu Phạm Văn Chí)    Đầy đủ nội thất như ảnh, có sân phơi, máy giặt chung, nhiều tiện ích: Gym, Khu ăn uống, Chợ,…   Ra vào vân tay, tự do 24/7, không chung chủ    Đang trống sẵn, có thể ở ngay   Liên hệ em Ngọc Trường  Để được hỗ trợ xem phòng","Nhà Trọ, Phòng Trọ",Cho Thuê,25,,,,,,,https://i.meeymedia.com/Fi7DExjS09s8KSzrd2bCE1qHrjKuS1aB_a9O2dtp474/rs:fill:900:600/g:ce/czM6Ly9tZWV5bGFuZC1haS9pbWFnZXMvMjAyNC8wNi8yNDA2MzViMGRkYWIzMDI2Mjc1Y2EzMGViMGQ5MDkzZGJhLTI4ODQzNjYxMDY2MDI4Mzg1MzIuanBn.jpg,"[10.7434889, 106.6432068]",6,Hồ Chí Minh
Cho thuê phòng ở nhà phố 20m2 wc ban công thoáng mát giáp Q2,"Q. Thủ Đức, Tp. Hồ Chí Minh",3,"Cần cho thuê phòng ở nhà phố rộng 20m2   Phòng nằm tầng 3 , có wc rộng , sạch sẽ , thoáng mát , có tủ quần áo, ban công.  Ở an ninh, chìa khóa riêng.  Vị trí đường 109 KDC Bắc Rạch Chiếc phường Phước Long A, TP Thủ Đức. Ngày sát cầu Rạch Chiếc.  Hình ảnh thực tế  Ưu tiên cho nữ thuê , yên tĩnh sạch sẽ, lịch sự.  Xem phòng liên hệ : a Sơn ( Zalo)  Giá cho thuê : 3 triệu /tháng","Nhà Trọ, Phòng Trọ",Cho Thuê,20,,,,,,,https://i.meeymedia.com/7xsn03XJsa97VaPICrYNUQrIisuB_7hW2sWT4RKgdrU/rs:fill:900:600/g:ce/czM6Ly9tZWV5bGFuZC1haS9pbWFnZXMvMjAyNC8wNi8yNGFlOTI5MjYwMThhMmY2NDA4ZDZmYjIyY2MxYWU3MDU0LTI4ODQzNjU0MDExMDc4Mjk1MDkuanBn.jpg,"[10.7873629, 106.7619248]",Thủ Đức,Hồ Chí Minh
Cho thuê nhanh - nhà 1 trệt 2 lầu - kdc hưng phú 1 - giá 10 triệu,"P. Hưng Phú, Q. Cái Răng, Tp. Cần Thơ",9.99,"Nhà Trệt 2 Lầu -  Giá thuê chỉ: 10 triệu/tháng   ️️ CHO THUÊ NHÀ - TRỆT 2 LẦU - ĐƯỜNG B5 - KDC HƯNG PHÚ 1 - CÁI RĂNG, CẦN THƠ    Giá thuê: 10 triệu/tháng   - Diện tích: 4,5 x 15 = 67,5m2. DTSD: ~270m2  - Hướng: Đông Nam  - Lộ giới: 12m  - Nhà 1 trệt 2 lầu gồm: phòng khách, 6 phòng ngủ (có 2 phòng thờ có thể làm phòng ngủ), 3 toilet, bếp, có ban công thoáng mát  - Cọc 2 tháng, Hợp đồng dài hạn từ 1 năm  - Vị trí: nằm đoạn ngoài gần mấy nhà hàng Tây Đô, Cây Bưởi, Diamond Palace. KDC an ninh, bán kính 1km có đầy đủ tiện ích    Liên hệ xem nhà: Ngọc Vàng   ️ Nhận ký gửi mua bán, cho thuê nhà đất   Cảm ơn KH, ACE đã xem tin  Bàn giao 2021  Khu dân cư Hưng Phú Cần Thơ  Chủ đầu tư:  CIC8",Nhà Đất Thổ Cư,Cho Thuê,67.5,6.0,3.0,"Giấy CN QSDĐ, Sổ đỏ, Sổ hồng",,,3.0,https://i.meeymedia.com/l24flvecT-Q1SOgxEZAEp20NTdyV-t1051EdtNGXMQY/rs:fill:900:600/g:ce/czM6Ly9tZWV5bGFuZC1haS9pbWFnZXMvMjAyNC8wNi8yNGFkZjMwMjVmM2NiMWNmMjEzZDViYTZlNjUxZDIxMzdlLTI4ODQzODM2OTAyMDg4OTkzNTIuanBn.jpg,"[10.0215307, 105.7892182]",Cái Răng,Cần Thơ
"KTX tư nhân ngay Đỗ Xuân Hợp, Ngã 4 Bình Thái- CĐ Công Thương, KTĐN,..","Q. Thủ Đức, Tp. Hồ Chí Minh",1.3,"PHÒNG KTX CAO CẤP NGAY ĐỖ XUÂN HỢP, NGÃ TƯ BÌNH THÁI - GIÁ SIÊU RẺ CHỈ 1,3 TRIỆU ĐỒNG (BAO TRỌN GÓI)  Thuận tiện cho các bạn theo học tại các trường Cao đẳng Kinh Tế Đối Ngoại, Công Thương, Sư phạm kỹ thuật, Hutech, khu CNC...   Các thuận lợi bạn có được:  •Gần các đường lớn như: Đỗ Xuân Hợp, ngã 4 Bình Thái, Xa Lộ Hà Nội, Dương Đình Hội…  •Trước nhà là chợ 339, Bách Hóa Xanh, Food, Cửa hàng tiện lợi…    Những tiện ích:  -An ninh với cổng vân tay và camera giám sát 24/7  -Phòng ngủ sẵn có giường, nệm, tủ đựng đồ và rèm che  -Điều hòa 24/7  -Phòng vệ sinh có nước nóng lạnh  -Có máy giặc, máy lọc nước uống, tủ lạnh và tủ đông  -Dịch vụ dọn dẹp, vệ sinh hàng ngày    Liên hệ đặt phòng và xem thêm thông tin tại:   - Địa chỉ: 92B đường 339, P. Phước Long B, TP.Thủ Đức","Nhà Trọ, Phòng Trọ",Cho Thuê,35,,,,,,,https://i.meeymedia.com/Yl8b-0z1Huk77wz8BGooqiG-na16qRdq0aLmpg9lER4/rs:fill:900:600/g:ce/czM6Ly9tZWV5bGFuZC1haS9pbWFnZXMvMjAyNC8wNi8yNDYxMzcwMWZjYjI5NGI5MDY5NWQzYzNlYzNkMWQzZDBlLTI4ODQzNjY2NDY0MDgwNzE2NjYuanBn.jpg,"[10.7873629, 106.7619248]",Thủ Đức,Hồ Chí Minh
Phòng Ban Công cho thuê nhà mặt tiền Phạm Hùng,"Đ. Phạm Hùng, P. 05, Q. 8, Tp. Hồ Chí Minh",3.6,"Phòng Ban Công cho thuê nhà mặt tiền Phạm Hùng  Đủ nội thất. Ban công lầu 2 , cho nấu ăn trong phòng.    Liên hệ xem nhà thì nhắn tin trước 1 ngày.",Nhà Đất Thổ Cư,Cho Thuê,25,1.0,1.0,"Giấy CN QSDĐ, Sổ đỏ, Sổ hồng",,,,https://i.meeymedia.com/kbkeNwmlDc1PK4yv23mWA-THjvjzCoM9jxblUe-Azwk/rs:fill:900:600/g:ce/czM6Ly9tZWV5bGFuZC1haS9pbWFnZXMvMjAyNC8wNi8yNDcxMWIyZDU0ZDFlMjMzOTcxMWU0NGQ1NTZiOWI1NDAxLTI4ODQzODQ3ODc1MTA3MTg3NDQuanBn.jpg,"[10.740635, 106.6688905]",8,Hồ Chí Minh
"cho thuê nhà 5x18m có 4PN,5WC kinh doanh tự do","Đ. Phạm Văn Bạch, P. 15, Q. Tân Bình, Tp. Hồ Chí Minh",25.02,"Cho Thuê Nhà Mặt tiền đường Phạm Văn Bạch, phường 15, quận Tân Bình  NHÀ NGUYÊN CĂN- 25.000.000 đ   𝑫𝒊𝒆̣̂𝒏 𝒕𝒊́𝒄𝒉: 5x18m   𝑲𝒆̂́𝒕 𝒄𝒂̂́𝒖: 1 trệt 2 lầu st, 4PN, 5WC   Mặt tiền đường  25.000.000 đ  Hướng Tây  𝑴𝒐̂ 𝒕𝒂̉:  - Nhà nằm ngay trên tuyến đường sầm uất, đông đúc, thuận lợi cho việc kinh doanh, gần đường nội bộ sân bay Tân Sơn Nhất.  - Bao quanh là các tiện ích như trung tâm thương mại, nhà hàng, quán cà phê, ngân hàng, và nhiều dịch vụ khác.  - Nhà thiết kế theo lối hiện đại,có sân thượng rộng rãi, hệ thống điện tirjn nghi, nhà mới xây, khu vực xung quanh an ninh  - Phù hợp để ở và kinh doanh các ngành nghề sạch sẽ  => CHO LÀM CHDV ( Không cải tạo)",Nhà Đất Thổ Cư,Cho Thuê,90,4.0,5.0,"Giấy CN QSDĐ, Sổ đỏ, Sổ hồng",,,3.0,https://i.meeymedia.com/5W4aYs3LfiuRYSl2x1SDaeIhQA1S3AyTfnmPw12nnII/rs:fill:900:600/g:ce/czM6Ly9tZWV5bGFuZC1haS9pbWFnZXMvMjAyNC8wNi8yNDFlNmUzZDUzZmJhN2E3YmUyZDkwMzcxMWUyYzFlNTk4LTI4ODQzODEwMzQyOTAwMjUzNDIuanBn.jpg,"[10.8177371, 106.6373709]",Tân Bình,Hồ Chí Minh
Thuê ngay căn hộ phú đông premier 2pn có nt đẹp thoáng mát 9tr/ tháng,"Đ. Đào Trinh Nhất, P. An Bình, Tx. Dĩ An, T. Bình Dương",8.98,"CHO THUÊ CĂN HỘ PHÚ ĐÔNG PREMIER  + Diện tích: 68m², 2 phòng ngủ, 2 WC.  + Giá thuê 9tr/tháng, cọc 2 tháng đóng tiền 1 tháng.  + Phí quản lý: Miễn phí năm đầu.   + Nội thất bàn giao theo chủ đầu tư: Nội thất sàn gỗ trong các phòng ngủ, bộ thiết bị vệ sinh ToTo, phòng kính tắm đứng, bộ tủ bếp gỗ trên dưới, bếp Teka cảm ứng, máy nước nóng Ferroli, máy hút mùi, khóa từ. Tường, trần thạch cao sơn nước trắng, hệ thống đèn chiếu sáng.   + Tiện ích nội khu đầy đủ: 2 tầng trung tâm thương mại, khu mua sắm, hồ bơi, gym, spa, khu cafe, công viên, đường chạy bộ, khu BBQ. 4 tầng để xe, thẻ từ thang máy. Giữ xe: 110 ngàn/tháng.  Bàn giao 2019  Phú Đông Premier (Him Lam Phú Đông giai đoạn 2)  Chủ đầu tư:  Công ty Cổ Phần Địa Ốc Phú Đông",Căn Hộ Chung Cư,Cho Thuê,68,2.0,2.0,Hợp đồng mua bán,,,2.0,https://i.meeymedia.com/QnUTY4ju_6B48RDV_TD-qNODJ-1cj7AuOvz2UEroWCo/rs:fill:900:600/g:ce/czM6Ly9tZWV5bGFuZC1haS9pbWFnZXMvMjAyNC8wNi8yNDQ0MTBmMzI4ZjZhNDg2OGVlODc1YmVlZGFkNDBhYWYzLTI4Njk4NjY5NTYwNDEyOTMyODcuanBn.jpg,"[10.90682, 106.7694]",Dĩ An,Bình Dương
Cho thuê nhà nguyên căn 5PN Lâm Văn Bền giá 65tr,"Đ. Lâm Văn Bền, P. Bình Thuận, Q. 7, Tp. Hồ Chí Minh",64.97,"Nguyên căn mặt tiền Lâm Văn Bền, phường Bình Thuận  + Diện tích: 5x23m.   Nhà mặt tiền 1 trệt, 3 lầu, 5 phòng ngủ, 5wc  Mặt tiền đường lớn, vị trí đẹp, thuận tiện kinh doanh, buôn bán, làm văn phòng  + Giá thuê: 65 triệu/tháng  + Liên hệ: Hùng  mã tin 18981",Nhà Đất Thổ Cư,Cho Thuê,115,5.0,5.0,"Giấy CN QSDĐ, Sổ đỏ, Sổ hồng",,,,https://i.meeymedia.com/bRuIeGWCFiHmc4L0EEZtfgn-QVzxaABU7sK61tdvKT4/rs:fill:900:600/g:ce/czM6Ly9tZWV5bGFuZC1haS9pbWFnZXMvMjAyNC8wNi8yNDgwNGJiZTljNmJhZTIxZmMzNzI5ZmM3ODIxMjM0Nzg3LTI4ODQzNjA3NDMyOTc3MzgzOTkuanBn.jpg,"[10.7481242, 106.7158596]",7,Hồ Chí Minh
1pn 45m2 gần sân bay_cửa sổ ban công thoáng chỉ từ 8tr5 - 9tr5,"Đ. Bạch Đằng, P. 02, Q. Tân Bình, Tp. Hồ Chí Minh",8.51,"Bạch đằng, P2, TB  8tr5 phòng cửa sổ  9tr5 phòng ban công  Giá có thương lượng cho khách thiện chí  Vị trí dễ di chuyển qua sân bay, Công Viên Gia Định, Công Viên Hoàng Văn Thụ  Gần học viện hàng không, đại học Huflit Trường Sơn, gần Swinburne, Đại học Greenwich, Văn Hiến  Nằm gần các trục đường chính Cửu Long, Trường Sơn, Hồng Hà, Hoàng Văn Thụ, Cộng Hòa,...  Khu vực gần vòng xoay Lăng Cha Cả, Thuận tiện di chuyển vào quận Phú Nhuận, Quận 3, Quận 1, Gò Vấp  Thang máy, an ninh tốt, giờ giấc tự do",Căn Hộ Chung Cư,Cho Thuê,45,1.0,1.0,,,,,https://i.meeymedia.com/fz530TOUQvUGObRBkIo1qrCkXDiRV_J2e7vY0dh10_8/rs:fill:900:600/g:ce/czM6Ly9tZWV5bGFuZC1haS9pbWFnZXMvMjAyNC8wNi8yNGI5MTQ4MDcwNzJhNDBhMGZlNzU0M2Y2NzAxOWQ1M2VlLTI4NjMzMjIyNjMzMzQ0Mzk0MTEuanBn.jpg,"[10.8150569, 106.6743842]",Tân Bình,Hồ Chí Minh
"Cho thuê nhà nguyên căn 3 tầng đường Trương Công Hy, Nam Việt Á","Đ. Trương Công Hy, P. Khuê Mỹ, Q. Ngũ Hành Sơn, Tp. Đà Nẵng",9.98,Cho thuê nhà 3 tầng nguyên căn Trương Công Hy   4 phòng ngủ đều có ban công   3 phòng vệ sinh  thoáng mát đối diện công viên đường Trương Công Hy khu Nam Việt Á   giá thuê 10tr/ tháng ( thanh toán linh động )    Mr Dĩnh để xem nhà trực tiếp,Nhà Đất Thổ Cư,Cho Thuê,105,4.0,3.0,"Giấy CN QSDĐ, Sổ đỏ, Sổ hồng",,,3.0,https://i.meeymedia.com/MH4T7fOJ0dknAdMIeKNEKJX8MvxvcxhUW2y_Hg2oiO8/rs:fill:900:600/g:ce/czM6Ly9tZWV5bGFuZC1haS9pbWFnZXMvMjAyNC8wNi8yNGUxOGEyYjFiYmU0MWY3MmNlNjZlY2EzZjk0NmJlMzJhLTI4ODQzNjE1ODEwNzg1NzkzNTIuanBn.jpg,"[16.0270514, 108.2403407]",Ngũ Hành Sơn,Đà Nẵng
Cho thuê căn 1 PN EcoXuan giá tốt rẻ đẹp như khách sạn,"Đ. Quốc Lộ 13, P. Lái Thiêu, Tx. Thuận An, T. Bình Dương",4.51,"Cho thuê căn 1 PN y hình giá tốt như hình khu EcoXuan chỉ 4tr5 .  Alo *** xem nhà thực tế.  Ngoài ra em còn nắm nhiều căn giá rẻ.  Bàn giao 2019  Căn hộ Eco Xuân Lái Thiêu  Chủ đầu tư:  Công ty TNHH MTV Setia Lái Thiêu  Quy mô:  3 block, 740 căn hộ",Căn Hộ Chung Cư,Cho Thuê,47,1.0,1.0,"Giấy CN QSDĐ, Sổ đỏ, Sổ hồng",,,,https://i.meeymedia.com/tdFRsJVFp_EfaEN4WGdJEQxc8kE3CskT-1G5N22vrPg/rs:fill:900:600/g:ce/czM6Ly9tZWV5bGFuZC1haS9pbWFnZXMvMjAyNC8wNi8yNGY3NTVjYjU4OTdiN2MwOTU4MjFlNjVhMTU1ZGY3NzhhLTI4ODQzNjM1MDA5MzE3MDM1MjguanBn.jpg,"[15.5, 108.68333]",Thuận An,Bình Dương
"phòng mới đẹp Lê Trọng Tấn, Bình Tân giá 2,8tr","P. Lê Trọng Tấn, P. Bình Hưng Hòa, Q. Bình Tân, Tp. Hồ Chí Minh",2.8,"Cọc ngay giảm liền tay  Phòng mới đẹp ngay Lê Trọng Tấn Bình Tân  Diện tích 25m2   Gần ngay chợ Phạm Đăng Giảng   Giá 2,8tr/ tháng cọc 1 tháng  Gọi xem hòng ngay",Căn Hộ Chung Cư,Cho Thuê,25,1.0,1.0,,,,,https://i.meeymedia.com/ELM2fmhdTsTBc6aFFilxCkAtgvNYP_F0Y0gTB6Rrc_I/rs:fill:900:600/g:ce/czM6Ly9tZWV5bGFuZC1haS9pbWFnZXMvMjAyNC8wNi8yNDI3N2Y0YTM3NWZhYjJiODE3N2RjNzBiNDkwNDQ0ZTM3LTI4ODQzNjM2ODcxNjI4NjQzNjAuanBn.jpg,"[10.8162029, 106.601385]",Bình Tân,Hồ Chí Minh
Cho thuê nhà HXH 96/3A Phan Đình Phùng P.2 Q.Phú Nhuận,"Đ. Phan Đình Phùng, P. 02, Q. Phú Nhuận, Tp. Hồ Chí Minh",20.02,"Cho thuê nhà HXH 96/3A Phan Đình Phùng P.2 Q.Phú Nhuận thông ra Trường Sa. Diện tích 4x18m. Kết cấu 1 trệt 3 lầu sân thượng. Nhà gồm phòng khách, bếp, phòng thờ, 4pn ( có máy lạnh ) 5wc. Nhà đẹp sạch sẽ, hẻm rộng thông thoáng. Thích hợp kd online, ở gia đình, vpcty... Giá 20 triệu/tháng còn TL tiếp a/c thiện chí.",Nhà Đất Thổ Cư,Cho Thuê,72,4.0,5.0,"Giấy CN QSDĐ, Sổ đỏ, Sổ hồng",,,4.0,https://i.meeymedia.com/EX6MYtTNIGfmjtawT1foXJacg2AYShVxa5mSwXls_b4/rs:fill:900:600/g:ce/czM6Ly9tZWV5bGFuZC1haS9pbWFnZXMvMjAyNC8wNi8yNDlhYTNmOGU0MjVlOWU5ZDQwNzNlMTI2NWU5YzRjMGU5LTI4ODQzNjI0MzU4MjMzMzAwMjQuanBn.jpg,"[10.7980924, 106.6817924]",Phú Nhuận,Hồ Chí Minh
Cho thuê opal boulevard 2pn ntcb cọc 1th giá 9.5tr,"Đ. An Bình, P. An Bình, Tx. Dĩ An, T. Bình Dương",9.52,"ĐƯỢC CHÍNH CHỦ TIN TƯỞNG KÝ GỬI CĂN HỘ CHO THUÊ OPAL BOULEVARD  Thông tin căn hộ:  + Thiết kế: 2PN2WC  + Diện tích 85m2  Nhà có nội thất cơ bản  + Tiện ích: trung tâm thương mại, khu thể thao đa năng, hồ bơi, khu vui chơi trẻ em, công viên, sân cỏ đa năng, khu BBQ,…  - Tiện ích: Hồ bơi, khu vui chơi trẻ em, khu trung tâm mua sắm, nhà trẻ, phòng tập gym và spa.  Vị trí: Ngay mặt tiền Phạm Văn Đồng.  + Từ Opal Boulevard - đến sân bay Tân Sơn Nhất: 15 phút.  + Từ Opal Boulevard - Thủ Thiêm Quận 2: 15 phút.  + Từ Opal Boulevard - trung tâm thành phố: 20 phút.  Bàn giao 2021  Opal Boulevard  Chủ đầu tư:  Tập đoàn Đất Xanh  Quy mô:  1446 căn hộ",Căn Hộ Chung Cư,Cho Thuê,85,2.0,2.0,Hợp đồng mua bán,,,,https://i.meeymedia.com/qUhZ5AvbLNJlNe-9eln78Q0d5B70In1q4qlN_Ibyhcg/rs:fill:900:600/g:ce/czM6Ly9tZWV5bGFuZC1haS9pbWFnZXMvMjAyNC8wNi8yNGRlYTZmNmFjZWU3MmFhZmZmYTI0NmExN2EyNzU1OWM1LTI4ODQzNjUwMjA0NTQyNzA5MDQuanBn.jpg,"[41.12902, 1.24901]",Dĩ An,Bình Dương
Cho thuê căn hộ 2 phòng ngủ có ban công giá 12 triệu/tháng khu tttp,"Đ. Tuệ Tĩnh, P. Lộc Thọ, Tp. Nha Trang, T. Khánh Hòa",12,"CHO THUÊ CĂN HỘ 2 PHÒNG NGỦ CÓ BAN CÔNG GIÁ 12 TRIỆU/THÁNG KHU TTTP  Mã nhà: CH-2286  - Khu vực: Lộc Thọ  - Các tiện ích xung quanh: gần trung tâm thành phố, khu vực đông dân cư, khu đô thị an ninh cao  - Mặt tiền đường 4m   - Giá: 12 triệu/tháng  - Cọc 1 tháng thanh toán từng tháng  - Hợp đồng 1 năm  - Diện Tích: 75m2  - Thiết kế: 1 phòng khách liên thông với bếp, 2 phòng ngủ, 2 WC  - Nội thất: đầy đủ tiện nghi, máy giặt riêng  - Căn hộ không chung chủ  - Lối đi thang máy    - Giờ giấc tự do  - Hướng: Đông Nam  - Chi phí:  + Điện : 4000/KW  + Nước: 15000k/ khối  - Liên hệ: ***",Căn Hộ Chung Cư,Cho Thuê,75,2.0,2.0,Hợp đồng mua bán,,,,https://i.meeymedia.com/luI2Ce0ZudSu_aq8xvSEDbMCwWcEuCTbsZoHqu0f_Tw/rs:fill:900:600/g:ce/czM6Ly9tZWV5bGFuZC1haS9pbWFnZXMvMjAyNC8wNi8yNGMwNDEzM2FkMzkxMmU5NDEwZjBjM2RmODk3N2RlMzRhLTI4ODQzNjU5NTUyNTMzNTIzNzYuanBn.jpg,"[41.12902, 1.24901]",Nha Trang,Khánh Hòa
Cho thuê nhà 1trệt 1lầu 3pn 2wc 1bếp phun nội thất,"Đ. Phan Văn Hớn, P. Tân Thới Nhất, Q. 12, Tp. Hồ Chí Minh",8.97,Cho thuê nhà 1trệt 1lầu 3pn 2wc 1bếp  nhà tân thới nhất 08.ngay ngã tư   Hẽm.xe otô nhà có sân bàn nghế  có nội thất đầy đủ khu an ninh  Điện nước máy đầy đủ sạch sẽ  khách có nhu cầu thuê nhà Giá rẽ  LH: Em Hiếu xem nhà Miễn phí,Nhà Đất Thổ Cư,Cho Thuê,65,3.0,2.0,"Giấy CN QSDĐ, Sổ đỏ, Sổ hồng",,,1.0,https://i.meeymedia.com/4cyv_b3rYxNb7Zqp0wlbSSh_Gn3uLsaenuFhWRfS5kc/rs:fill:900:600/g:ce/czM6Ly9tZWV5bGFuZC1haS9pbWFnZXMvMjAyNC8wNi8yNDdmZjhkOTMxODA3YWI1NWE1MTA2Yzc5MGIwZjMwZDhhLTI4ODQzODA3NDA0MTEzODgxODQuanBn.jpg,"[10.8282636, 106.6202489]",12,Hồ Chí Minh
Cho thuê MB trệt toà Cantavil Q2. Trần cao 8m phù hợp mọi ngành nghề.,"Đ. Xa Lộ Hà Nội, Q. Thủ Đức, Tp. Hồ Chí Minh",114.8,"Cho thuê MB trệt toà nhà Cantavil Q2 đường Song Hành, Q2:   Diện tích: 680m2  KC: MB tầng trệt toà nhà  Giá: Gọi để nhận giá tốt   Mô tả chung: phù hợp đa ngành nghề, BBQ, văn phòng công ty, gym, yoga, trường học, studio... Vui lòng ấn nút gọi để nghe giá *** !!!  Bàn giao 2012  Cantavil An Phú - Cantavil Premier  Chủ đầu tư:  Công ty TNHH Xây dựng Daewon","Văn phòng, TTTM, Cửa hàng, Kiot",Cho Thuê,700,,,"Giấy CN QSDĐ, Sổ đỏ, Sổ hồng",,,,https://i.meeymedia.com/AVn3SgRK0tpGU6YExn2IMv7M9BpmZQMYruXPaD2h3dU/rs:fill:900:600/g:ce/czM6Ly9tZWV5bGFuZC1haS9pbWFnZXMvMjAyNC8wNi8yNDQ5ZjU0MzZmOWVhYzcyZWZkMzhhY2FjNmFiZTRiMjE1LTI4ODQzNjIzNDk0NzU0ODIwOTguanBn.jpg,"[10.8136475, 106.7579485]",Thủ Đức,Hồ Chí Minh
