title,price,area,address,description,type,type_estate,law,floor,bedroom,toilet,direction,image_links,phonenumber,geo_code,district,province_city,width
Cho thuê nhà ngõ phố nguyễn khang quận cầu giấy hà nội,7.0,70,"Đường Nguyễn Khang, Phường Yên Hòa, Quận Cầu Giấy, Hà Nội","Cho thuê tầng 1 số nhà 21 ngõ 99 đường Nguyễn Khang, Yên Hòa, Cầu Giấy, Hà Nội, diện tích 70m2, mặt tiền 6m, đường trước nhà 4m, phù hợp để ở hộ gia đình hoặc mở văn phòng, cửa hàng, làm kho, bán hàng online... Giá 7 triệu.<br/>Liên hệ: chủ nhà  ",Cho Thuê,Nhà Trong Ngõ,,,,,,https://cloud.muaban.net/images/thumb-detail/2024/06/12/441/b8d58e65d5954e678bbc12f9ebd0d6a2.jpg,972097337,"[21.0225753, 105.799028]",Cầu Giấy,Hà Nội,
Cho thuê nhà mặt đường 51 quan hoa quận cầu giấy hà nội,30.0,45,"Đường Quan Hoa, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội","Cho thuê cả nhà mặt đường hoặc từng tầng , phòng , số 51 Quan Hoa gần UBND quận Cầu Giấy, diện tích 45m2x5 tầng, có bình nóng lạnh, điều hoà các tầng, 2 sàn thông, 4 phòng khép kín, nhà sửa mới, giá thuê 30 triệu. Liên hệ chính chủ  , miễn mời đăng quảng cáo ",Cho Thuê,Nhà Mặt Phố,,5.0,,,,https://cloud.muaban.net/images/thumb-detail/2024/07/12/353/11db55736cf44524a6fc53fef005fbb8.jpg,903441259,"[21.0344811, 105.7959785]",Cầu Giấy,Hà Nội,
"Cho thuê phòng căn hộ đê la thành, p.ô chợ dừa, q.đống đa, hà nội",3.5,30,"Đường Đê La Thành, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội","Mình còn 1 phòng trống, DT phòng khoảng 30m2 có đầy đủ đồ chỉ việc đến ở (điều hoà, bình nóng lạnh, máy giặt đều mới, internet đủ….)<br/>CĂN HỘ CÓ CỬA THOÁT HIỂM AN TOÀN TUYỆT ĐỐI VỀ PHÒNG CHÁY CHỮA CHÁY<br/>Giá cho thuê: 3,5 triệu/tháng<br/>Địa chỉ: số 168 Đê La Thành, phường Ô Chợ Dừa, quận Đống Đa, Hà Nội, khu trung tâm có đầy đủ tiện ích, phòng tập, siêu thị Vinmart ăn uống…<br/>LH:  - Chị Thuỷ",Cho Thuê,,,,,,,https://cloud.muaban.net/images/thumb-detail/2024/07/09/470/c9d343170c9240208ae9b8ce54c739c5.jpg,989738238,,Đống Đa,Hà Nội,
"Cho thuê mặt tiền chợ tân bình, lê minh xuân, tầng trệt, gác lửng",55.0,62,"72, Đường Lê Minh Xuân, Phường 8, Quận Tân Bình, TP.HCM"," <br/> CHO THUÊ MẶT TIỀN CHỢ TÂN BÌNH TẦNG TRỆT + GÁC LỬNG.<br/><br/>- Địa chỉ: Số 72 Mặt tiền đường Lê Minh Xuân, Phường ,8 Tân Bình, TP. Hồ Chí Minh. Đối diện cổng số 1 chợ Tân Bình<br/><br/>- DTSD măt bằng: 3,3m x 9,5m = 32m2.<br/><br/>- DTSD gác: 5m x 6m = 30m2.<br/><br/>- Tổng DTSD: 62m2.<br/><br/>- Mặt bằng trống suốt.<br/><br/>- Khách hàng được sơn sửa theo nhu cầu sử dụng.<br/><br/>- Nhà mới đẹp. Điện + nước đầy đủ.<br/><br/>- Vỉa hè rộng rất thuận tiện cho việc đậu xe.<br/><br/>- Vị trí: Mặt tiền đường chính Lê Minh Xuân, đối diện Cổng Số 1 khu trung tâm chợ Tân Bình. Cách MT đường Lý Thường Kiệt khoảng 100m, cach MT đường Lạc Long Quân 150m.<br/><br/>- Khu vực: Khu trung tâm kinh doanh sầm uất dân cư cao cấp, có nhiều công ty, ngân hàng, trường học đang hoạt động,... thuận tiện giao thông đi lại các nơi.<br/><br/>- Thích hợp mở văn phòng công ty kết hợp showroom, kinh doanh ngành vải + may mặc, quần áo máy sẳn,...<br/><br/>- Mặt bằng trống giao ngay. Hợp đồng cho thuê dài hạn.<br/><br/>- Giá cho thuê hấp dẫn: 55 Triệu/tháng (không bao gồm VAT).<br/><br/>Liên hệ: Chính chủ Mr. Triệu 0918.04.03.04 -  ",Cho Thuê,Nhà Mặt Phố,,,,,,https://cloud.muaban.net/images/thumb-detail/2024/07/13/422/e516538fc36e40048c3258e5514a2734.jpg,918040304,"[10.80772, 106.65377]",Tân Bình,Hồ Chí Minh,
Cho thuê nhà nguyên căn quận hoàn kiếm,7.0,20,"Đường Bạch Đằng, Phường Chương Dương Độ, Quận Hoàn Kiếm, Hà Nội","Cho thuê nhà riêng nguyên căn 4 tầng 1 tum full đồ tại ngõ 113 phốBạch Đằng,hoàn kiếm, full đồ, chỉ việc sách vali đến để ở ,diện tích 20m2 x 4 tầng. Gần hồ hoàn kiếm, Gần siêu thị fivimart, gần trung tâm,gầnchợ, đi bô 5 phút ra đến hồ Hoàn Kiếm, nhà mới sơn sửa lại.<br/>Gồm:<br/>Tầng 1 phòng khách và để xe,<br/>Tầng 2 bếp (1 nhà vệ sinh)<br/>Tầng 3 phòng ngủ( nhà vệ sinh)+ <br/>Tầng 4 phòng ngủ ( nhà tắm)<br/>Tầng 5 tum có chuồng cọp xung quanh, bề trên có mái Tôn che để phơi quần áo và đặt máy giặt.<br/>Giá thue: 7.000.000 (cọc 1 đóng 3)<br/>Liên hệ: Mr. Linh (Chính chủ):  ",Cho Thuê,Căn Hộ Chung Cư,,4.0,,,,https://cloud.muaban.net/images/thumb-detail/2024/07/08/521/884782bd04f043469ff07b5d139ed9ac.jpg,911777766,"[21.02813, 105.85358]",Hoàn Kiếm,Hà Nội,
"Cho thuê kho nguyễn thị tú, p.bình hưng hòa, bình tân, 1001000m2",10.0,1.000,"Đường Nguyễn Thị Tú, Phường Bình Hưng Hòa, Quận Bình Tân, TP.HCM","Cho thuê kho đường Nguyễn Thị Tú, Phường Bình Hưng Hòa, Quận Bình Tân<br/>- Diện tích từ 100m2- 3000m2<br/>- Đường lớn xe container ra vào<br/>- Có thủ kho, bốc xếp, xe nâng, cho gửi hàng lẻ tính theo lô, container, tấn … <br/>- Giá từ 5 triệu - 200 triệu<br/>Liên hệ:  - Anh Nam, chính chủ, miễn tiếp báo và quảng cáo",Cho Thuê,"Nhà Xưởng, Mặt Bằng, Kho Bãi",,,,,,https://cloud.muaban.net/images/thumb-detail/2023/09/18/478/9591d79178c94d78a7a90a5cd4fc15ac.jpg,907460015,"[10.8151705, 106.5862052]",Bình Tân,Hồ Chí Minh,
"Cho thuê nhà ngõ phố an dương, quận tây hồ, hà nội, tiện kinh doanh",12.0,83,"Đường An Dương, Phường Yên Phụ, Quận Tây Hồ, Hà Nội","Cho thuê nhà số 60 ngách 32/15 An Dương, quận Tây Hồ, Hà Nội, diện tích 83m2, mặt tiền 5m, đường rộng 4m, ô tô qua lại, thuận tiện mở văn phòng, kinh doanh, ...giá thuê 12 triệu/tháng. Liên hệ chính chủ: em Mai  , cô Minh  ",Cho Thuê,Nhà Trong Ngõ,,,,,,https://cloud.muaban.net/images/thumb-detail/2024/07/13/398/039bf454d6df43a3933752587ad61a7d.jpg,327694196,"[21.0557604, 105.8383996]",Tây Hồ,Hà Nội,
Nhà cho thuê mặt tiền 43 trần văn quang p.10 q.tân bình dt4x12m  gác,18.0,48,"43, Đường Trần Văn Quang, Phường 10, Quận Tân Bình, TP.HCM","Nhà Cho Thuê Mặt Tiền : 43 Trần Văn Quang P.10 Q.Tân Bình <br/>- Diện tích : 4m x 12m ( trệt, gác lửng )<br/>- Giá : 18 Triệu/ tháng - còn thương lượng<br/>( Nhà gần chợ Trần Văn Quang, tiện kinh doanh mọi ngành nghề, nhà trống giao ngay )<br/>Liên hệ chủ nhà : <br/>- Anh Thắng :  <br/>- Chị Chín :  ",Cho Thuê,Nhà Mặt Phố,,1.0,,,,https://cloud.muaban.net/images/thumb-detail/2024/07/08/191/4bb42ac832ea4fa28ffcc461a43ce8b5.jpg,983181059,"[10.80772, 106.65377]",Tân Bình,Hồ Chí Minh,4.0
"Cho thuê nhà kho mặt tiền đường vành đai 1426, buôn ma thuột, đăk lăk",35.0,1.000,"Đường 14-26, Xã Ea Tu, TP. Buôn Ma Thuột, Đắk Lắk","CHO THUÊ NHÀ KHO MẶT TIỀN ĐƯỜNG VÀNH ĐAI 14-26<br/> <br/>Hiện nay tôi có nhà kho mặt tiền đường vành đai 14-26, xã Ea Tu, TP Buôn Ma Thuột, tỉnh Đăk Lăk. Diện tích nhà khoảng 1.000m2, có hai toa lét, một phòng ăn, hai phòng ngủ và một phòng làm việc. Giá cho thuê là 35 triệu đồng/tháng.<br/>Liên hệ điện thoại:  ",Cho Thuê,"Nhà Xưởng, Mặt Bằng, Kho Bãi",,,,,,https://cloud.muaban.net/images/thumb-detail/2024/07/07/491/2f4d1db4c0504fb1bd20480c0431f920.jpg,913411695,"[12.6907356, 108.1028883]",Buôn Ma Thuột,Đắk Lắk,
Cho thuê văn phòng  mặt tiền 160 nam kỳ khởi nghĩa,16.5,33,"160, Đường Nam Kỳ Khởi Nghĩa, Phường 6 (Phường Võ Thị Sáu), Quận 3, TP.HCM","Chính chủ cho thuê văn phòng địa chỉ: 160 Nam Kỳ Khởi Nghĩa, Phường Võ Thị Sáu, Quận 3, TP. Hồ Chí Minh. Tòa nhà có vị trí đẹp ngay mặt tiền đường Nam Kỳ Khởi Nghĩa, cách ngã tư Nam Kỳ Khởi Nghĩa và Nguyễn Thị Minh Khai 1 căn nhà. Tòa nhà có hệ thống phòng cháy chữa cháy tiêu chuẩn, thang máy, hệ thống camera, bảo vệ trực 24/7,...<br/>- Vị trí: 160 Nam Kỳ Khởi Nghĩa, Phường Võ Thị Sáu, Quận 3, TP. HCM.<br/><br/>* Giá thuê: 16.500.000đ/tháng.<br/>- Các dịch vụ miễn phí: Phí quản lý tòa nhà, nước sinh hoạt, bảo vệ 24/7, xe khách hàng giữ miễn phí.<br/>- Tiền giữ xe nhân viên: 150.000đ/ xe/ tháng.<br/>- Tiền điện: 4.000đ/ KWH.<br/>* Đặt cọc: 2 tháng tiền thuê, thanh toán tiền thuê: Vào đầu mỗi tháng.<br/>Liên hệ chính chủ để xem và thuê văn phòng: Ms.Ngọc 0936 88 66 46",Cho Thuê,"Văn phòng, TTTM, Cửa hàng, Kiot",,,,,,https://cloud.muaban.net/images/thumb-detail/2023/12/05/231/9c0def05181f4a7d9f4a60c4cf5cfdd0.jpg,936886646,"[10.82302, 106.62965]",3,Hồ Chí Minh,
"Cho thuê nhà mặt phố thạch thị thanh, phường tân định, quận 1",40.0,60,"Đường Thạch Thị Thanh, Phường Tân Định, Quận 1, TP.HCM","Cho thuê nhà mặt phố Thạch Thị Thanh, phường Tân Định, Quận 1<br/>- Diện tích: 60m2, 1 trệt, 1 lửng, 3 lầu<br/>- Giá 40 triệu/thắng<br/>Liên hệ: Hồng  ",Cho Thuê,Nhà Mặt Phố,,3.0,,,,https://cloud.muaban.net/images/thumb-detail/2024/07/13/454/bd41391c0e2a4f29a2061fbfd71d5449.jpg,937317972,"[10.82302, 106.62965]",1,Hồ Chí Minh,
"Cho thuê nhà nguyên căn hẻm xe hơi phan huy ích, phường 14, gò vấp",10.5,45,"331/7/87, Đường Phan Huy Ích, Phường 14, Quận Gò Vấp, TP.HCM","Cho thuê nhà nguyên căn hẻm xe hơi thông<br/>SỐ 331/7/87 ĐƯỜNG PHAN HUY ÍCH, PHƯỜNG 14, QUẬN GÒ VẤP<br/>Diện tích 5x9m = 45m2, nhà 1 trệt, 1 lửng, 1 lầu, 2 phòng ngủ, 2WC, phòng khách, bếp, hẻm thông xe hơi tránh nhau, nội thất cơ bản có trong hình: tủ, giường, máy lạnh, khu sầm uất tiện ích đầy đủ: chợ, trường học các cấp, siêu thị, bệnh viện, thuận tiện di chuyển<br/>GIÁ THUÊ 10,5 TRIỆU/THÁNG<br/>LIÊN HỆ CHÍNH CHỦ:  - ANH TUẤN",Cho Thuê,Nhà Trong Ngõ,,1.0,2,2,,https://cloud.muaban.net/images/thumb-detail/2024/07/06/540/0516eeb14b2b4b7fb509ebcaf4ca76e7.jpg,942213838,"[10.8373485, 106.6362851]",Gò Vấp,Hồ Chí Minh,5.0
"Cho thuê nhà mặt tiền đường trần quang khải, p tân định, quận 1",45.0,80,"148A, Đường Trần Quang Khải, Phường Tân Định, Quận 1, TP.HCM","Cho thuê nhà mặt tiền đường 148A Trần Quang Khải, P Tân Định, Q1.<br/><br/>DT 4*20, 1 trệt 3 lẩu , nhà mới, KD shop thời trang ,showroom, spa, nha khoa, mắt kính, điện thoại..<br/><br/>Hoa hồng cho người môi giới.<br/><br/>Giá 45 triệu /tháng.<br/><br/>ĐT:  chính chủ nhà.",Cho Thuê,Nhà Mặt Phố,,3.0,,,,https://cloud.muaban.net/images/thumb-detail/2024/07/11/131/90f66d1e91314326a0e5978cd586a5a6.jpg,938169364,"[10.7912939, 106.6880082]",1,Hồ Chí Minh,4.0
Cho thuê toàn bộ hoặc một phần nhà đẹp mặt phố lớn trần khát chân,55.0,65,"Đường Trần Khát Chân, Phường Thanh Nhàn, Quận Hai Bà Trưng, Hà Nội","Chính chủ cho thuê toàn bộ hoặc một phần nhà đẹp mặt phố lớn Trần Khát Chân, con phố thuộc loại rộng, đẹp, tấp nập nhất Thủ đô, rất thuận tiện cho các loại hình kinh doanh. <br/>- Nhà 3 mặt thoáng, diện tích 65 m2, 5 tầng, mặt tiền 6m, tiện mở chi nhánh hoặc phòng giao dịch ngân hàng, văn phòng đại diện, công ty… <br/>Tầng 1: thông sàn <br/>Tâng : 2, 3, 4 mỗi tầng 2 phòng <br/>Tầng : 5 bếp, phòng thờ<br/>Giá thuê : 55 triệu đ/tháng (cho 2 tầng dưới)<br/>Liên hệ:  ;  ",Cho Thuê,Nhà Mặt Phố,,5.0,,,,https://cloud.muaban.net/images/thumb-detail/2024/07/13/277/c22e5bc896e74b07acd2f7642f25f574.jpg,988649522,"[21.0090715, 105.8562561]",Hai Bà Trưng,Hà Nội,
Cho thuê đất và nhà xưởng 2.200m2mặt tiền quốc lộ n2 bến lức long an,50.0,2.200,"Đường Quốc Lộ N2, Xã Thạnh Lợi, Huyện Bến Lức, Long An","CHO THUÊ ĐẤT VÀ NHÀ XƯỞNG 2.200m2- MẶT TIỀN QUỐC LỘ N2 - BẾN LỨC LONG AN.<br/>* Diện tích đất: Ngang 37m x dài 60m.<br/>* Diện tích nhà xưởng: Ngang 20m x dài 50m x cao 11m.<br/>* Tiện ích có sẵn: Sau đất có kênh ghe 80 tấn vào được, nhà xưởng mới xây dựng, có phòng bán hàng, nhà ở cho nhân viên, nền chịu lực, có bình điện 3 pha (160kwa), 2 cẩu Palang 7.5 tấn, sân bãi rộng, xe container ra vào thoải mái.<br/>* Thích hợp làm kho chứa hàng hoá, nhà xưởng sản xuất,...<br/>* Giao thông thuận tiện, mặt tiền đường Quốc Lộ N2, giáp ranh TP. HCM và nhiều khu công nghiệp. Đoạn đường kinh doanh buôn bán tốt, thuộc hướng chính từ Long An đi các tỉnh Miền Tây với lưu lượng xe đông đúc.<br/>* Hợp đồng cho thuê chính chủ, dài hạn, giấy tờ pháp lý đầy đủ.<br/>* Giá cho thuê nhà xưởng và đất: 50 triệu / tháng.<br/>* Đặt cọc: 3 tháng tiền thuê, thanh toán tiền thuê: Vào đầu mỗi tháng.<br/>* Liên hệ chính chủ để xem: Ms. Ngọc 0936 88 66 46",Cho Thuê,"Văn phòng, TTTM, Cửa hàng, Kiot",,,,,,https://cloud.muaban.net/images/thumb-detail/2024/07/12/336/364f8ca940d64a51bc782de37b158e66.jpg,936886646,"[10.68858, 106.45484]",Bến Lức,Long An,
Xưởng mặt tiền đường xe contairne chạy đường 8m quận 12,14.0,200,"Đường Thạnh Lộc 41, Phường Thạnh Lộc, Quận 12, TP.HCM",Cần Cho thuê Kho xưởng mặt Tiền Đường Thông container Đường TL41 Phường Thạnh Lộc Quận 12<br/>DT: 8 x 25m -<br/>Thích Hợp Làm Kho Xưởng Sản Xuất Chứa hàng vv...<br/>Giá 14tr/ tháng,Cho Thuê,"Nhà Xưởng, Mặt Bằng, Kho Bãi",,,,,,https://cloud.muaban.net/images/thumb-detail/2024/07/12/282/85cb70230e914b2796be237b73ca8cc2.jpg,335527503,"[10.8815537, 106.6862365]",12,Hồ Chí Minh,
"Cho thuê nhà ngõ 54 phố phan đình phùng, dt 25m2x 2 tầng, khép kín",7.0,25,"Đường Phan Đình Phùng, Phường Quán Thánh, Quận Ba Đình, Hà Nội","CHÍNH CHỦ CHO THUÊ NHÀ ngõ 54 phố Phan Đình Phùng, quận Ba Đình, Hà Nội<br/>Diện tích sử dụng 25m2 x 2 tầng khép kín, đầy đủ tiện nghi<br/>- Vị trí cách mặt phố Phan Đình Phùng 20m, cạnh nhà thờ Cửa Bắc<br/>- Khu trung tâm, gần trường, chợ, công viên, dân trí cao, an ninh tốt<br/>- Phù hợp để ở, kinh doanh online...<br/>- Giá 7 triệu/tháng<br/>ƯU TIÊN HỢP ĐỒNG DÀI HẠN<br/> Liên hệ cô Phượng,  , anh Minh,  ",Cho Thuê,Nhà Trong Ngõ,,,,,,https://cloud.muaban.net/images/thumb-detail/2024/07/11/248/f5a2cf57b8d84ccb900c9ca1ae549ad5.jpg,346441957,"[21.03587, 105.82163]",Ba Đình,Hà Nội,
Cho thuê 4547 huỳnh thúc kháng 9x10m giá 120tr,120.0,100,"Đường Huỳnh Thúc Kháng, Phường Bến Nghé, Quận 1, TP.HCM","Cho thuê nhà 45-47 huỳnh thúc kháng, q1.<br/>Diện tích : 9x10<br/>Kết cấu : trệt 1 lầu<br/>Giá : 120 triệu/tháng<br/>Ưu tiên hợp đồng dài hạn<br/>----<br/>KÝ GỬI CHO THUÊ - MUA BÁN NHÀ<br/>Loan  -  ",Cho Thuê,Nhà Mặt Phố,,,,,,https://cloud.muaban.net/images/thumb-detail/2024/07/11/332/700e0cf89639472da750263478629866.jpg,906911844,"[10.82302, 106.62965]",1,Hồ Chí Minh,9.0
"Nhà cho thuê nguyên căn khu phố tây phạm ngũ lão q.1 dt3,2x5m 2 tầng",7.5,16,"Đường Đỗ Quang Đẩu, Phường Phạm Ngũ Lão, Quận 1, TP.HCM","Nhà Cho Thuê Nguyên Căn khu phố Tây Phạm Ngũ Lão Q.1.<br/>- Nhà hẻm cụt 2m ngay KP_Tây đường Đỗ Quang Đẩu Phạm Ngũ Lão Q.1.<br/>- Diện tích : 3,2m x 5m - ( 1 trệt, lửng, 1 lầu )<br/>- Giá : 7,5 Triệu/ tháng<br/>Liên hệ chính chủ :  -  ",Cho Thuê,Nhà Trong Ngõ,,2.0,,,,https://cloud.muaban.net/images/thumb-detail/2024/06/03/190/a7b321e4b22a4bd3a602c0cc44e83320.jpg,908187576,"[10.78069, 106.69944]",1,Hồ Chí Minh,3.2
"Cho thuê mặt bằng kinh doanh tại 24189 nguyễn văn cừ, long biên",80.0,520,"24/189, Đường Nguyễn Văn Cừ, Phường Ngọc Lâm, Quận Long Biên, Hà Nội","- Giá thuê: 80 triệu/tháng;<br/>- Diện tích: 130m2 x 04 sàn - Mặt tiền: 7m, thông sàn, riêng biệt, thang máy, thang bộ;<br/>- Phù hợp nhiều mô hình: Ngân hàng, trung tâm dạy học, nha khoa, thẩm mỹ viện, văn phòng...; <br/>- Vị trí đắc địa, tầm nhìn thoáng nhìn ra đường 40m (Cầu vượt Hồng Tiến) &amp; phố Ngọc Lâm, chỗ để xe rộng rãi, gần nhiều tòa nhà văn phòng, trường học;<br/>- Liên hệ: C.Thủy (  ) - CHÍNH CHỦ;<br/>- Khách thiện chí, quan tâm có thể đến xem trực tiếp và trao đổi cụ thể./.<br/>",Cho Thuê,"Văn phòng, TTTM, Cửa hàng, Kiot",,,,,,https://cloud.muaban.net/images/thumb-detail/2024/07/14/575/3e00aa1d340b42b2b34d83127d50a444.jpg,346525280,"[21.0417416, 105.8699535]",Long Biên,Hà Nội,
"Cho thuê nhà mặt tiền đường 18, phường linh đông, thủ đức, 4,1trth",4.1,32,"Đường 18, Phường Linh Đông, TP. Thủ Đức - Quận Thủ Đức, TP.HCM","Cho thuê nhà mặt tiền đường 18, Phường Linh Đông, Quận Thủ Đức<br/>- Diện tích: 4x8m, gác lửng<br/>- Giá 4,1 triệu/tháng<br/>Liên hệ:  <br/>Miễn tiếp quảng cáo.",Cho Thuê,Nhà Mặt Phố,,,,,,https://cloud.muaban.net/images/thumb-detail/2024/05/28/018/5bd1c0bf866b45849574ce8c89238dcd.jpg,908020866,"[10.85142, 106.74727]",Thủ Đức -  Thủ Đức,Hồ Chí Minh,4.0
"Cho thuê 1 sàn tầng 6 mặt phố triệu việt vương, mặt bằng 120m2",28.0,120,"Đường Triệu Việt Vương, Phường Nguyễn Du, Quận Hai Bà Trưng, Hà Nội","CHÍNH CHỦ CHO THUÊ 1 SÀN TẦNG 6 mặt phố Triệu Việt Vương, phường Nguyễn Du, quận Hai Bà Trưng, Hà Nội, <br/>- Diện tích mặt bằng 120m2, Để thông phòng: 1 phòng to, 1 phòng nhỏ<br/>- Đầy đủ nội thất, điều hòa.....VÀO NHẬN NHÀ NGAY<br/> - Khu phố trung tâm, kinh doanh sầm uất<br/>- Vị trí đắc địa, phù hợp kinh doanh, làm văn phòng...<br/>- GIÁ THỎA THUẬN<br/>Liên hệ chủ nhà: chị Vân,  ,  ",Cho Thuê,Nhà Mặt Phố,,,,,,https://cloud.muaban.net/images/thumb-detail/2024/06/24/574/3ef640e4238d4d7f8854700d0bb500b5.jpg,919119898,"[21.0148731, 105.8502664]",Hai Bà Trưng,Hà Nội,
"Cho thuê 120m2 đất trống làm nhà xưởng, kho bãi tại thạch cầu, lb",1.0,120,"Đường Thạch Cầu, Phường Thạch Bàn, Quận Long Biên, Hà Nội","Cho thuê mặt bằng đất trống diện tích 120m2, làm xưởng, kho bãi.....<br/>Mặt tiền 6m<br/>Địa chỉ: Thạch Cầu, Long Biên, Hà Nội<br/>Ngõ ô tô tải 5 tấn vào được<br/>Giá cho thuê từ 1 - 2 triệu/tháng<br/>LH: chị Thuý,  <br/>anh Minh,  <br/>",Cho Thuê,"Nhà Xưởng, Mặt Bằng, Kho Bãi",,,,,,https://cloud.muaban.net/images/thumb-detail/2024/07/08/529/6791d694123542f6833b19dcb6c1a3ae.jpg,917888118,,Long Biên,Hà Nội,
Cho thuê biệt thự lê quý đôn 15x25 quận 3 giá 350tr,350.0,400,"Đường Lê Quý Đôn, Phường 5, Quận 3, TP.HCM","13 Lê Quý Đôn, P VTS quận 3<br/>Dt 15x25m 1 trệt 1 lầu biệt thự cổ loại 2<br/>Giá 350 triệu<br/>Ưu tiên hợp đồng dài hạn<br/>Phù Hợp kinh doanh mọi ngành nghề<br/>----<br/>KÝ GỬI CHO THUÊ - MUA BÁN NHÀ<br/>Loan  -  ",Cho Thuê,"Nhà Biệt Thự, Liền Kề",,,,,,https://cloud.muaban.net/images/thumb-detail/2024/07/11/183/e5ba9ce579a84914873ad3c091cc4c20.jpg,906911844,"[10.82302, 106.62965]",3,Hồ Chí Minh,15.0
"Chính chủ cho thuê nhà trong ngõ 823 đường hồng hà, quận hoàn kiếm",5.0,12,"Đường Hồng Hà, Phường Chương Dương Độ, Quận Hoàn Kiếm, Hà Nội","Chính chủ cho thuê nhà trong ngõ 823 đường Hồng Hà, quận Hoàn Kiếm. Diện tích 12m2 x 5 tầng, có điều hòa, giá 5 triệu đồng/1 tháng <br/>Liện hệ chị Lan,  <br/>Miễn trung gian ",Cho Thuê,Nhà Trong Ngõ,,,,,,https://cloud.muaban.net/images/thumb-detail/2024/07/11/480/6289088c693e43a38a532c1e37e1c401.jpg,904966746,"[21.02813, 105.85358]",Hoàn Kiếm,Hà Nội,
"Chính chủ cho thuê nhà trong ngõ 823 đường hồng hà, quận hoàn kiếm.",8.0,30,"Đường Hồng Hà, Phường Chương Dương Độ, Quận Hoàn Kiếm, Hà Nội","Chính chủ cho thuê nhà trong ngõ 823 đường Hồng Hà, quận Hoàn Kiếm. Diện tích 30m2 x 4 tầng, có 3wc và 2 điều hòa, giá 8 triệu đồng/1 tháng. Liên hệ chị Lan,  ( miễn trung gian)",Cho Thuê,Nhà Trong Ngõ,,,,,,https://cloud.muaban.net/images/thumb-detail/2024/07/11/436/45509f795a9942deb93b15b7c202cdde.jpg,904966746,"[21.02813, 105.85358]",Hoàn Kiếm,Hà Nội,
Cho thuê mb kim cương 3000m2 duy nhất tại trung tâm quận 1,,3.000,"179, Đường Hai Bà Trưng, Phường 6 (Phường Võ Thị Sáu), Quận 3, TP.HCM","Q. Độc Quyền Cho Thuê MB Kim Cương 3000m2 Duy Nhất Tại Trung Tâm Quận 1<br/>-Vị trí đẹp gần Novotel, Hồ Con Rùa<br/>-ĐC: Hai Bà Trưng<br/>-Diện tích đất: 3000m2<br/>-Kết cấu: 1 trệt, 1 lầu, sân vườn<br/>-Giá cho thuê: 45.000$/tháng<br/>-Đặt cọc: 3 tháng, thanh toán: 1 tháng<br/>-Thời hạn thuê: 5 năm<br/>-Thời gian bàn giao: nhận ngay<br/>-Phù hợp kinh doanh mọi ngành nghề.<br/>-Làm việc chính chủ, hoa hồng môi giới<br/>Liên hệ:  - Quang Nguyễn.",Cho Thuê,Nhà Mặt Phố,,1.0,,5,,https://cloud.muaban.net/images/thumb-detail/2024/07/08/586/dff33411edfb4106a56f24647a8526cf.jpg,916868549,"[10.82302, 106.62965]",3,Hồ Chí Minh,35.0
"Cho thuê cửa hàng số 6 phố tô tịch, hàng gai, gần bờ hồ, hoàn kiếm",0.123456,20,"Đường Tô Tịch, Phường Hàng Gai, Quận Hoàn Kiếm, Hà Nội","Cho thuê cửa hàng số 6 phố Tô Tịch, phường Hàng Gai, gần Bờ Hồ, Hoàn Kiếm, tầng 1+2 lửn, không bán đồ ăn. Liên hệ:  ",Cho Thuê,"Văn phòng, TTTM, Cửa hàng, Kiot",,,,,,https://cloud.muaban.net/images/thumb-detail/2024/07/04/128/fbf136f5c3eb47c795d2ec164f2ff289.jpg,397291445,"[21.0322603, 105.8504274]",Hoàn Kiếm,Hà Nội,
Cho thuê phòng trọ cao cấp gần sb tsn,2.8,25,"2/21, Đường Phan Thúc Duyện, Phường 4, Quận Tân Bình, TP.HCM","Cần cho thuê phòng trọ cao cấp, phòng trống giao ngay, DTSD 25 m2 có gác xép, Internet cáp quang, WC &amp; bếp đầy đủ trong phòng, phòng thoáng mát, để xe miễn phí, khu vực an ninh gần sân bay Tân Sơn Nhất. Điện 2500 đ/kwt, nước máy 8500 đ/m3.<br/>Địa chỉ: 2/21 Phan Thúc Duyện, P4, Q.TB<br/>Giá: 2,8 tr đ/tháng<br/>LH:  ,  ",Cho Thuê,,,,,,,https://cloud.muaban.net/images/thumb-detail/2024/06/16/193/2667d85aa53e4a7db5cd8dade616fd77.jpg,989485269,"[10.82302, 106.62965]",Tân Bình,Hồ Chí Minh,
"Cho thuê nhà nguyên căn mt đường 25m tuy lý vương, tùng thiện vương",12.0,25,"14A, Đường Tuy Lý Vương, Phường 13, Quận 8, TP.HCM","Cho thuê nhà Mặt tiền 25m Tuy Lý Vương, nối dài Tùng Thiện Vương, P.13, Q.8, 5 căn tới Siêu Thị CoopMartQ.8 tiện đi lại, buôn bán, kinh doanh, phòng khám, nhà ở gia đình, 3 lầu, 2 toilet, DT trệt: 1,7x15; tầng 1: 3x15; tầng 2: 3x15; tầng 3: 3x15.",Cho Thuê,Nhà Mặt Phố,,3.0,4,2,Đông Nam,https://cloud.muaban.net/images/thumb-detail/2024/07/10/366/0bb376ec0e6f4782906f19ec8bfe6014.jpg,913958707,"[10.82302, 106.62965]",8,Hồ Chí Minh,3.0
